ID,Reviews,Satisfaction
13870,took 4 days thought going die   immediately quit taking     several people know reaction   good med,Negative
13872,10 14 2008 careful   took one 10mg pill 8am started stomach ache 3 00  10pm passed bp 60 30 call ambulance   admitted 3 days determine severe reaction lisinopril caused visceral angioedema   small intestines severly swollen   almost 4 weeks still appetite   careful notice changes seek medical attention,Negative
13873,take 10 12 5   2 weeks far problems,Positive
13874,high blood pressure,Positive
13877,greatly reduced blood pressure,Positive
13879,husband 30  s   used active sex life since started taking lisinopril   interest   might sex every 3 4 months   although controlled blood pressure   would say major draw back,Negative
13882,cold feet,Positive
13885,well praise lord     thought getting allergies reading board side effects drug everyone developed taking   realize symtoms developed   one thing everyone watch taking drug long period time like   drug causes hypoglycemia   found last week writing   went doctor complaints within last six months feeling weak   tired   sun long feel like passing   tightness around chest belly   legs weak   feet hurt short time either walking working yard   decided blood test said results showed low sugar tested sugar levels   said hypoglycemic   meds   help diet work   ok     went home got webmd info diet suppose get   rest life   everyone hypoglycemia great told eat eat   also said confusing diet pray anyone drug short time developed start side effects stop taking drug combination meds   aleve   ibuprofen asprin bring hypoglycemia   terrible   went go full energy mess remain get blood sugar control ever   keep diet managed   im madd hell   doctor   job   im considering legal actions drug company developed lisinopril   took lot research find contributes causes hypoglycemia     one live terrible infliction   please   please everyone taking drug long peroid tired   weak feel good eating bs ck,Negative
13887,past year two cases waking middle night tongue swollen   kane trips emergency room treatment consisited steroids   benadryl   pepcid   told second time emergency room cases cases   patient taking lisinopril   quite time   drug 5 years without problems   discussions doctor whether change   cocerned changing years,Positive
13889,constant cough gotten worse   plan switch medication,Negative
13890,taking med 4 years lowered blood pressure normal levels   never side effects,Positive
13894,started taking lisinopril oct  17  oct  22 started sweating profusely   nauseous   vomitting   diarrhea started passing blood every two hours   ended hospital three days colonoscopy   gastroenterologist believes problems due low blood pressure   however blood pressure low many months   take blood pressure least three times week record readings   taken blood pressure hour started problems   believe side effects lisinopril caused irritation colon caused blood loss,Negative
13895,coughed like crazy 9 months   stopped taking lisinopril felt better within 2 days   bad endure allergy testing   tubes nose   throat   prescription prescription cough medicine   antibiotics   coughed constantly   embarrassed public   spent many nights awake couch   side effect listed low warnings   wish read months ago,Negative
13896,taking drug 3 weeks now  started get headaches right start then came dry cough   fatigue sleepless nights   new side effect tightness inmy chest increased heart rate   although helped bp   decided stop taking,Negative
13900,lisinopril caused cough continuously choked could   catch breathe   taken drug immediately,Negative
13902,took drug half tounge swelled,Negative
13903,three blood presssure pills taking one   blood pressure control   takin lisinopril,Positive
13906,worked   bp usually around 170 65,Negative
13908,allergic reaction drug   caused severe rash forearms   neck   chest   face forehead hair line costing hair loss   taken place since october 2008  still caring rash scars face   neck chest redness still hair line   seen dermatologist success resolving condition   still trying find cure take away   get looked funny low self esteem looks   work public environment   anyone solution condition would greatly appreciate input,Negative
13910,taking 40 mg per day   developed chronic cough,Negative
13912,problems taking drug   kept blood pressure side effects know,Positive
13917,done good 20mg loss 9lb 10 mg   loss better around wight,Positive
13918,medication stem cell transplant meds causing blood pressure elevated,Positive
13919,always borderline high blood pressure readings   turned 55   2 years ago   doctor start taking daily 20mg tablet   side effects blood pressure always normal range   satisified results,Positive
13920,help lot keep blood presser,Positive
13921,reaction called angioedema doctor said reaction lisinopril   taken lisinopril 2 years happened,Negative
13922,works better liptore,Positive
13923,ve medication month   worked great   hydrachloathiazide years   help much reducing hypertension     experience cough lack energy   think might able go back drinking coffee caffiene   lower bp seems make drowsy lunch drink usual decaf,Positive
